age,revenu_mensuel,anciennete_emploi,type_contrat,montant_demande,duree_pret_mois,nb_credits_actuels,historique_credit,apport_personnel,situation_familiale,nb_personnes_charge,credit_accorde
55,296000,13.0,Fonctionnaire,10030000,12,2,Mauvais,2030000.0,Marié,2,0
53,312000,,CDI,5190000,60,3,Bon,660000.0,Marié,1,1
35,281000,23.0,CDI,10320000,60,2,Bon,1600000.0,Divorcé,1,1
23,227000,11.0,Fonctionnaire,8780000,48,2,Moyen,2470000.0,Marié,0,0
48,391000,28.0,Fonctionnaire,12950000,48,0,Mauvais,2740000.0,Marié,1,1
47,190000,10.0,CDD,1700000,48,4,Moyen,200000.0,Divorcé,1,0
53,904000,0.0,CDD,11660000,60,2,Bon,4500000.0,Marié,3,1
39,302000,20.0,CDI,7410000,120,0,Moyen,2050000.0,Marié,3,1
53,277000,10.0,CDD,10550000,84,0,Bon,4150000.0,Marié,2,1
51,769000,6.0,Fonctionnaire,11680000,24,0,Bon,2310000.0,Célibataire,1,1
24,747000,18.0,Fonctionnaire,23010000,12,1,Bon,4420000.0,Célibataire,1,0
52,218000,,Fonctionnaire,2930000,60,1,Mauvais,180000.0,Célibataire,2,1
62,135000,26.0,CDI,1340000,60,1,Bon,280000.0,Célibataire,1,1
48,304000,16.0,Indépendant,4020000,48,1,Bon,50000.0,Divorcé,2,1
36,395000,8.0,Indépendant,3160000,48,1,Moyen,200000.0,Marié,2,1
63,209000,1.0,CDI,1640000,36,1,Bon,30000.0,Célibataire,2,1
48,250000,3.0,Indépendant,4070000,36,1,Mauvais,780000.0,Marié,0,0
35,277000,15.0,CDD,5070000,24,1,Moyen,1030000.0,Divorcé,1,0
42,601000,22.0,CDI,22020000,24,1,Moyen,6040000.0,Célibataire,2,0
51,164000,4.0,CDD,2270000,36,3,Mauvais,370000.0,Célibataire,1,0
41,760000,25.0,CDD,15800000,84,1,Moyen,2420000.0,Marié,2,1
52,103000,24.0,Indépendant,2340000,84,2,Moyen,770000.0,Marié,1,0
27,690000,23.0,CDD,25660000,120,2,Moyen,4240000.0,Marié,3,1
53,80000,23.0,CDD,850000,48,0,Bon,100000.0,Marié,0,1
28,233000,27.0,CDD,5460000,60,1,Mauvais,800000.0,Marié,1,0
34,108000,1.0,Indépendant,1450000,12,3,Moyen,200000.0,Marié,1,0
45,263000,18.0,Indépendant,9160000,24,0,Bon,470000.0,Célibataire,1,0
52,413000,12.0,Indépendant,13730000,84,1,Moyen,1400000.0,Célibataire,0,1
48,239000,0.0,Indépendant,5530000,36,1,Mauvais,1220000.0,Marié,1,0
22,544000,7.0,CDD,5690000,48,1,Moyen,1170000.0,Divorcé,1,1
37,257000,2.0,Fonctionnaire,6410000,120,2,Bon,2490000.0,Marié,2,1
47,280000,23.0,CDI,8530000,60,6,Bon,1460000.0,Marié,3,0
22,615000,6.0,CDI,20110000,120,2,Bon,3610000.0,Marié,2,1
28,259000,6.0,CDD,9140000,36,0,Bon,2040000.0,Marié,0,0
58,231000,6.0,CDD,3910000,36,3,Moyen,220000.0,Célibataire,3,0
40,150000,22.0,CDD,1750000,12,2,Bon,150000.0,Marié,1,0
57,319000,0.0,CDI,2140000,120,1,Moyen,400000.0,Marié,3,1
41,139000,10.0,CDI,1070000,48,3,Bon,330000.0,Marié,1,1
46,436000,9.0,CDI,7260000,48,2,Bon,20000.0,Célibataire,2,1
51,479000,12.0,CDI,16050000,48,3,Bon,4250000.0,Célibataire,1,1
40,175000,18.0,CDD,5710000,120,1,Bon,710000.0,Célibataire,1,1
26,224000,20.0,Fonctionnaire,8720000,60,0,Moyen,3410000.0,Marié,2,1
35,198000,3.0,Fonctionnaire,5810000,60,0,Bon,980000.0,Célibataire,1,1
21,396000,16.0,Fonctionnaire,14670000,60,2,Moyen,4460000.0,Marié,2,0
46,428000,28.0,Fonctionnaire,13660000,84,2,Bon,5060000.0,Marié,1,1
49,193000,2.0,CDI,4650000,24,3,Bon,340000.0,Marié,4,0
22,254000,22.0,Indépendant,4330000,12,0,Bon,1480000.0,Marié,2,0
42,176000,19.0,Indépendant,1990000,24,0,Mauvais,560000.0,Célibataire,3,0
49,301000,23.0,CDI,3150000,24,0,Bon,190000.0,Marié,0,1
29,293000,10.0,CDI,10240000,60,0,Bon,4020000.0,Marié,1,1
61,391000,21.0,CDD,12570000,36,2,Bon,1900000.0,Célibataire,1,0
41,405000,1.0,CDD,3840000,60,0,Bon,560000.0,Célibataire,1,1
52,309000,13.0,Indépendant,3280000,84,2,Bon,260000.0,Marié,1,1
52,535000,15.0,Fonctionnaire,16590000,48,2,Mauvais,330000.0,Marié,0,0
64,349000,24.0,CDD,9540000,48,1,Bon,3060000.0,Marié,3,1
60,505000,0.0,CDD,5340000,48,0,Bon,840000.0,Célibataire,0,1
46,358000,11.0,CDI,13560000,36,1,Bon,2520000.0,Célibataire,0,0
33,178000,13.0,CDI,1130000,36,0,Moyen,60000.0,Marié,0,1
23,295000,10.0,Indépendant,4940000,60,1,Moyen,1130000.0,Célibataire,3,1
52,309000,21.0,CDD,8440000,12,1,Bon,1400000.0,Marié,4,0
53,247000,12.0,CDI,9490000,48,1,Bon,1970000.0,Marié,1,0
53,728000,18.0,CDI,16500000,12,3,Mauvais,2500000.0,Célibataire,0,0
62,117000,7.0,CDI,2930000,36,0,Bon,290000.0,Marié,0,0
62,423000,27.0,Indépendant,15740000,12,0,Bon,4150000.0,Marié,1,0
33,280000,25.0,CDI,5400000,48,2,Bon,950000.0,Marié,1,1
63,297000,10.0,CDI,11520000,24,2,Bon,3020000.0,Célibataire,4,0
26,739000,27.0,CDI,16390000,12,2,Bon,3240000.0,Marié,1,0
24,336000,22.0,Indépendant,6650000,24,1,Moyen,1530000.0,Célibataire,3,0
58,549000,7.0,CDD,20790000,84,1,Moyen,7290000.0,Divorcé,1,1
26,496000,11.0,CDI,15270000,48,0,Bon,5790000.0,Marié,1,1
23,247000,16.0,Fonctionnaire,9450000,84,0,Moyen,2950000.0,Marié,0,1
47,165000,22.0,CDD,5320000,12,2,Bon,1540000.0,Marié,0,0
60,415000,11.0,CDI,3500000,120,0,Moyen,860000.0,Marié,2,1
40,472000,,Indépendant,14520000,12,1,Mauvais,1440000.0,Divorcé,0,0
38,342000,9.0,CDI,5530000,60,2,Moyen,950000.0,Divorcé,2,1
40,633000,26.0,CDD,20180000,12,2,Bon,6760000.0,Marié,3,0
50,134000,11.0,CDD,950000,12,2,Moyen,330000.0,Marié,2,0
30,624000,3.0,Indépendant,9630000,36,0,Bon,1920000.0,Marié,0,1
43,261000,14.0,CDI,1440000,48,2,Mauvais,490000.0,Marié,1,1
23,140000,8.0,CDI,920000,120,1,Bon,130000.0,Célibataire,2,1
29,105000,11.0,CDI,1500000,84,1,Moyen,10000.0,Marié,2,1
39,229000,22.0,CDD,7220000,48,1,Moyen,250000.0,Célibataire,3,0
56,217000,16.0,Indépendant,7740000,48,0,Bon,2930000.0,Marié,2,0
60,457000,9.0,CDD,5460000,24,0,Moyen,1500000.0,Marié,2,1
47,378000,6.0,CDI,5800000,84,0,Moyen,2220000.0,Célibataire,0,1
62,436000,24.0,Indépendant,12340000,12,2,Moyen,910000.0,Marié,1,0
48,243000,2.0,Indépendant,1640000,60,0,Bon,90000.0,Célibataire,5,1
63,245000,22.0,CDD,3760000,24,0,Mauvais,1340000.0,Marié,2,0
28,496000,3.0,Indépendant,6670000,84,1,Bon,980000.0,Célibataire,1,1
62,169000,10.0,CDI,2100000,60,1,Moyen,310000.0,Célibataire,2,1
28,80000,6.0,CDI,3180000,48,3,Bon,0.0,Marié,2,0
38,216000,19.0,CDD,5590000,84,1,Bon,,Marié,0,1
41,107000,6.0,CDD,2880000,36,2,Moyen,600000.0,Célibataire,3,0
33,667000,14.0,CDI,21350000,36,0,Moyen,3870000.0,Célibataire,3,0
47,662000,0.0,CDD,14820000,84,2,Mauvais,4600000.0,Célibataire,1,1
60,321000,9.0,CDD,1690000,84,1,Bon,10000.0,Marié,3,1
36,138000,10.0,CDI,2850000,24,0,Bon,760000.0,Divorcé,0,0
60,190000,15.0,Indépendant,1310000,120,0,Mauvais,250000.0,Marié,2,1
29,339000,25.0,CDD,6930000,12,0,Moyen,2450000.0,Marié,4,0
47,294000,0.0,Fonctionnaire,3150000,60,0,Bon,130000.0,Marié,0,1
37,182000,13.0,CDD,6510000,24,4,Bon,10000.0,Marié,1,0
23,366000,23.0,CDI,8590000,36,2,Bon,1780000.0,Marié,2,1
24,285000,12.0,CDI,9160000,36,1,Moyen,2710000.0,Célibataire,1,0
60,544000,2.0,Indépendant,15860000,24,0,Bon,5590000.0,Marié,2,0
21,554000,14.0,Indépendant,14770000,48,0,Bon,5170000.0,Célibataire,1,1
34,561000,1.0,CDD,21110000,12,2,Bon,5500000.0,Célibataire,1,0
28,112000,1.0,CDI,970000,120,2,Moyen,280000.0,Célibataire,1,1
27,130000,21.0,Indépendant,4710000,36,2,Bon,1550000.0,Célibataire,2,0
50,318000,21.0,CDI,12060000,12,1,Moyen,750000.0,Marié,3,0
45,130000,5.0,CDI,670000,120,1,Bon,200000.0,Célibataire,1,1
59,437000,24.0,Indépendant,11010000,24,1,Mauvais,710000.0,Marié,3,0
36,222000,0.0,Fonctionnaire,1930000,12,0,Bon,30000.0,Divorcé,2,0
31,864000,3.0,Fonctionnaire,17450000,12,1,Moyen,1970000.0,Marié,1,0
45,145000,8.0,CDD,4960000,60,2,Bon,930000.0,Célibataire,1,0
53,295000,29.0,CDD,3360000,84,4,Bon,840000.0,Divorcé,2,1
41,220000,14.0,Indépendant,3700000,60,1,Moyen,40000.0,Marié,1,1
30,335000,27.0,Indépendant,11850000,12,0,Bon,1120000.0,Célibataire,0,0
29,754000,18.0,CDI,5850000,120,0,Bon,1090000.0,Célibataire,3,1
21,470000,20.0,Indépendant,4550000,120,1,,1530000.0,Célibataire,1,1
54,373000,28.0,CDD,5350000,120,2,Bon,1050000.0,Marié,2,1
51,384000,23.0,CDD,9260000,24,0,Moyen,1920000.0,Célibataire,3,0
41,383000,23.0,Indépendant,4400000,84,4,Bon,150000.0,Célibataire,1,1
44,389000,26.0,CDI,12680000,48,1,Moyen,3100000.0,Célibataire,2,1
39,615000,25.0,CDI,15270000,24,0,Bon,600000.0,Marié,2,1
41,322000,28.0,CDD,5060000,48,1,Bon,1900000.0,Marié,3,1
45,583000,16.0,CDI,18080000,12,2,Bon,2410000.0,Célibataire,1,0
40,193000,14.0,Fonctionnaire,1540000,24,3,Bon,10000.0,Célibataire,4,1
46,360000,16.0,CDD,8790000,36,0,Bon,3120000.0,Marié,2,1
27,218000,13.0,Indépendant,4120000,24,0,Moyen,250000.0,Marié,5,0
23,85000,5.0,CDI,1480000,24,1,Mauvais,50000.0,Marié,4,0
60,80000,22.0,CDD,1230000,120,0,Bon,480000.0,Marié,0,1
28,417000,1.0,CDD,8160000,12,4,Moyen,780000.0,Marié,0,0
50,221000,29.0,CDI,4500000,48,0,Moyen,750000.0,Divorcé,2,1
31,259000,16.0,CDD,8220000,84,2,Mauvais,1210000.0,Marié,1,0
28,101000,,CDD,2540000,24,0,Bon,490000.0,Divorcé,3,0
57,612000,18.0,CDI,5030000,48,0,Bon,1350000.0,Marié,2,1
37,154000,8.0,CDI,6130000,60,0,Mauvais,2390000.0,Marié,1,0
28,367000,1.0,CDD,13010000,60,0,Bon,3840000.0,Marié,1,1
64,526000,27.0,Fonctionnaire,17580000,84,1,Bon,4220000.0,Marié,5,1
50,441000,19.0,CDI,8430000,24,0,Bon,1770000.0,Célibataire,1,1
63,498000,,CDD,12250000,48,1,Bon,1060000.0,Divorcé,2,1
63,785000,4.0,CDD,19300000,48,0,Bon,7710000.0,Marié,3,1
36,268000,27.0,CDI,4020000,84,0,Bon,320000.0,Marié,2,1
24,151000,6.0,CDI,4310000,48,0,Moyen,1340000.0,Célibataire,0,0
41,463000,18.0,CDI,14490000,12,0,Bon,4050000.0,Marié,1,0
54,117000,19.0,Fonctionnaire,2750000,120,0,Bon,590000.0,Marié,0,1
60,459000,29.0,Indépendant,13300000,60,1,Bon,2720000.0,Célibataire,0,1
55,299000,7.0,Fonctionnaire,10130000,36,1,Moyen,470000.0,Célibataire,2,0
33,346000,7.0,CDI,4450000,120,2,Moyen,540000.0,Célibataire,1,1
63,440000,25.0,CDD,11390000,120,2,Bon,760000.0,Marié,3,1
47,307000,22.0,Indépendant,5850000,36,2,Mauvais,780000.0,Marié,1,0
28,234000,8.0,Indépendant,2090000,12,3,Bon,660000.0,Célibataire,1,0
61,735000,1.0,CDD,21500000,120,0,Mauvais,5140000.0,Marié,2,1
62,372000,25.0,CDD,6380000,84,1,Bon,2410000.0,Célibataire,1,1
49,489000,4.0,CDI,10190000,24,1,Moyen,90000.0,Célibataire,1,0
36,252000,21.0,CDD,9260000,48,1,Mauvais,1810000.0,Marié,2,0
63,232000,16.0,CDD,8630000,36,0,Bon,3400000.0,Célibataire,0,0
25,639000,12.0,CDD,21410000,84,2,Moyen,6690000.0,Marié,2,1
57,733000,8.0,Indépendant,27430000,36,0,Bon,4310000.0,Célibataire,2,0
60,425000,11.0,Indépendant,15870000,36,1,Bon,5070000.0,Célibataire,2,0
60,448000,7.0,Indépendant,17810000,60,1,Bon,4720000.0,Marié,1,1
62,144000,12.0,CDI,4970000,12,1,Mauvais,360000.0,Célibataire,0,0
30,335000,3.0,Fonctionnaire,9490000,60,4,Bon,1740000.0,Marié,1,0
35,197000,1.0,CDD,2140000,48,0,Moyen,630000.0,Marié,0,1
41,407000,26.0,Fonctionnaire,8870000,12,3,Moyen,880000.0,Marié,0,0
54,464000,10.0,CDD,8380000,120,0,Bon,1660000.0,Marié,2,1
42,535000,26.0,Indépendant,16080000,36,2,Mauvais,2130000.0,Marié,1,0
42,315000,21.0,Indépendant,9100000,36,0,Bon,1200000.0,Marié,0,1
29,187000,19.0,CDI,6590000,24,1,Bon,1520000.0,Célibataire,1,0
46,878000,,CDD,18220000,12,2,Moyen,7040000.0,Divorcé,1,0
33,898000,14.0,Indépendant,21870000,84,1,Moyen,7660000.0,Célibataire,1,1
38,265000,16.0,Indépendant,7490000,36,2,Bon,800000.0,Célibataire,3,0
21,148000,0.0,CDD,4570000,12,2,Bon,1170000.0,Célibataire,4,0
43,619000,21.0,Indépendant,23500000,24,1,Bon,4830000.0,Célibataire,1,0
53,147000,,CDI,3600000,84,1,Bon,610000.0,Célibataire,0,1
51,281000,21.0,CDI,3110000,60,2,Bon,690000.0,Célibataire,1,1
41,468000,2.0,CDD,15950000,60,2,Mauvais,1200000.0,Célibataire,0,0
43,195000,29.0,Fonctionnaire,2830000,48,3,Mauvais,1030000.0,Marié,3,0
36,346000,19.0,CDD,10270000,24,1,Bon,2960000.0,Célibataire,1,0
47,372000,17.0,CDI,11160000,60,2,Bon,3680000.0,Marié,3,1
57,264000,3.0,Indépendant,5620000,120,3,Bon,720000.0,Célibataire,0,1
58,400000,6.0,CDI,8820000,60,4,Bon,2990000.0,Marié,1,1
34,143000,10.0,CDD,3090000,12,3,Moyen,1080000.0,Célibataire,3,0
57,300000,14.0,CDI,5690000,84,0,Bon,1520000.0,Marié,3,1
27,184000,8.0,Indépendant,3260000,36,1,Moyen,1120000.0,Célibataire,1,0
32,319000,14.0,CDD,4730000,24,1,Bon,1520000.0,Marié,2,1
48,154000,26.0,CDD,3560000,12,1,Bon,1290000.0,Marié,2,0
23,86000,29.0,CDI,1060000,60,2,Bon,260000.0,Célibataire,0,1
42,233000,6.0,Fonctionnaire,7060000,120,1,Bon,1840000.0,Marié,1,1
41,308000,9.0,Indépendant,5870000,120,0,Mauvais,430000.0,Marié,1,0
49,328000,4.0,Indépendant,10970000,36,1,Bon,2290000.0,Marié,0,0
40,259000,28.0,CDI,2540000,24,0,Moyen,480000.0,Célibataire,1,1
23,266000,11.0,CDD,10260000,24,1,Bon,1780000.0,Marié,1,0
47,249000,26.0,Indépendant,8510000,48,0,Bon,520000.0,Célibataire,2,1
41,236000,6.0,CDI,9150000,120,1,Moyen,2850000.0,Divorcé,1,1
61,633000,29.0,CDI,21860000,84,1,Bon,1420000.0,Marié,0,1
53,388000,4.0,Indépendant,4990000,12,0,Moyen,1410000.0,Marié,0,0
50,89000,10.0,CDI,1780000,36,1,Bon,530000.0,Célibataire,0,1
59,418000,2.0,CDI,13360000,36,1,Moyen,2600000.0,Divorcé,0,0
61,296000,26.0,CDD,10490000,24,1,Moyen,3640000.0,Marié,1,0
29,190000,19.0,Indépendant,5640000,120,0,Mauvais,810000.0,Marié,2,1
58,248000,5.0,CDI,5850000,48,2,Moyen,200000.0,Divorcé,2,0
43,630000,14.0,CDI,15830000,120,1,Bon,4490000.0,Célibataire,1,1
43,681000,16.0,CDD,10080000,60,1,Moyen,3180000.0,Célibataire,3,1
21,395000,6.0,Fonctionnaire,8050000,60,0,Mauvais,710000.0,Célibataire,2,1
41,561000,9.0,CDD,20170000,48,0,Moyen,2240000.0,Célibataire,2,1
52,327000,5.0,CDI,3560000,84,0,Bon,880000.0,Marié,0,1
46,183000,2.0,CDI,1150000,24,1,Mauvais,330000.0,Marié,0,0
53,222000,27.0,CDI,3680000,60,1,Bon,690000.0,Célibataire,2,1
29,349000,20.0,CDI,3040000,12,2,Moyen,950000.0,Marié,0,0
37,240000,12.0,Indépendant,5590000,84,0,Bon,2120000.0,Marié,0,1
26,324000,7.0,Indépendant,6430000,24,0,Bon,2450000.0,Célibataire,0,0
27,593000,1.0,CDD,7510000,24,0,Bon,470000.0,Divorcé,2,1
27,357000,1.0,Indépendant,9540000,36,1,Bon,2980000.0,Célibataire,1,0
57,326000,4.0,Indépendant,5940000,12,0,Mauvais,790000.0,Marié,2,0
25,385000,,CDD,11740000,12,1,Bon,1890000.0,Marié,1,0
53,304000,7.0,CDD,11480000,48,0,Bon,2830000.0,Marié,2,0
30,822000,3.0,CDD,7430000,36,0,Moyen,2090000.0,Marié,4,1
37,497000,25.0,CDI,7960000,24,1,Bon,3070000.0,Marié,3,1
60,186000,1.0,CDI,3600000,60,1,Bon,680000.0,Marié,1,1
48,821000,0.0,CDD,14230000,60,0,Bon,940000.0,Divorcé,0,1
42,477000,13.0,CDI,17930000,24,2,Bon,580000.0,Divorcé,0,0
41,163000,27.0,Fonctionnaire,4110000,120,0,Moyen,930000.0,Marié,0,1
52,301000,21.0,Indépendant,6190000,36,0,Bon,1080000.0,Divorcé,1,1
52,153000,10.0,Fonctionnaire,4940000,12,2,Moyen,810000.0,Célibataire,2,0
56,80000,0.0,CDD,2540000,60,2,Bon,10000.0,Célibataire,4,0
51,439000,2.0,Fonctionnaire,16590000,48,5,Moyen,1340000.0,Marié,1,0
26,111000,11.0,CDI,3290000,48,2,Bon,1280000.0,Célibataire,6,0
41,451000,8.0,Indépendant,10590000,36,2,Bon,2680000.0,Célibataire,0,1
55,258000,26.0,CDI,7560000,84,0,Mauvais,1000000.0,Célibataire,2,1
34,390000,6.0,CDD,1970000,12,1,Mauvais,70000.0,Marié,0,0
43,534000,,Indépendant,20970000,12,4,Moyen,3060000.0,Célibataire,2,0
62,335000,7.0,Fonctionnaire,1740000,12,2,Bon,530000.0,Marié,3,1
44,232000,23.0,CDI,8130000,12,2,Bon,2300000.0,Marié,3,0
50,271000,18.0,Fonctionnaire,6610000,120,0,Bon,2430000.0,Marié,1,1
30,312000,11.0,CDD,6360000,12,2,Moyen,350000.0,Marié,3,0
25,447000,20.0,CDI,15770000,84,1,,4270000.0,Marié,1,1
62,309000,29.0,Indépendant,12120000,36,1,Bon,1940000.0,Célibataire,1,0
50,349000,14.0,CDI,2400000,24,1,Bon,280000.0,Marié,0,1
27,494000,5.0,CDI,18540000,120,2,Bon,3650000.0,Marié,0,1
26,696000,3.0,Indépendant,4600000,60,1,Moyen,150000.0,Célibataire,1,1
28,106000,14.0,CDI,1870000,24,2,Mauvais,470000.0,Célibataire,1,0
46,281000,26.0,Indépendant,2870000,36,3,Moyen,310000.0,Divorcé,2,1
38,187000,1.0,CDD,3740000,12,1,Mauvais,1130000.0,Célibataire,2,0
56,669000,6.0,CDI,6420000,60,1,Moyen,340000.0,Célibataire,1,1
46,220000,10.0,CDD,5870000,36,1,Moyen,1690000.0,Marié,3,0
56,84000,5.0,CDI,2330000,48,1,Bon,320000.0,Divorcé,2,0
61,207000,5.0,CDD,4160000,48,2,Mauvais,1500000.0,Célibataire,1,0
24,386000,26.0,Fonctionnaire,12650000,36,0,Mauvais,5040000.0,Célibataire,1,0
33,497000,21.0,Indépendant,8400000,60,0,Bon,2270000.0,Célibataire,0,1
44,524000,28.0,Fonctionnaire,7020000,24,2,Moyen,860000.0,Marié,2,1
51,375000,15.0,CDI,9970000,120,1,Mauvais,1060000.0,Célibataire,3,1
42,125000,12.0,Fonctionnaire,2420000,12,1,Bon,60000.0,Marié,1,0
60,285000,16.0,CDD,7830000,36,3,Bon,2320000.0,Marié,0,1
38,259000,27.0,Indépendant,6600000,84,3,Moyen,380000.0,Marié,4,0
54,514000,13.0,CDI,9680000,12,0,Bon,200000.0,Divorcé,3,0
43,470000,6.0,CDD,11560000,84,1,Bon,1580000.0,Célibataire,0,1
59,332000,11.0,CDI,12780000,120,1,Moyen,4180000.0,Marié,1,1
57,575000,5.0,CDD,13080000,84,1,Bon,430000.0,Divorcé,1,1
21,346000,8.0,CDI,2190000,48,3,Bon,820000.0,Célibataire,1,1
62,224000,21.0,CDI,4850000,24,0,Moyen,1350000.0,Marié,2,0
40,151000,22.0,Indépendant,2700000,12,0,Mauvais,870000.0,Divorcé,0,0
45,233000,7.0,Indépendant,7010000,36,0,Moyen,600000.0,Marié,0,0
26,228000,14.0,CDD,5790000,12,5,Mauvais,630000.0,Divorcé,0,0
50,753000,0.0,CDD,10260000,48,2,Bon,150000.0,Célibataire,1,1
40,147000,17.0,Indépendant,3750000,60,3,Bon,1180000.0,Célibataire,3,0
29,929000,27.0,CDI,34440000,36,0,Bon,,Marié,0,1
38,301000,19.0,Indépendant,2560000,48,1,Bon,990000.0,Marié,1,1
60,80000,26.0,Indépendant,1230000,84,4,Bon,270000.0,Marié,2,1
23,351000,16.0,Indépendant,11870000,36,0,Bon,4550000.0,Marié,1,0
56,275000,2.0,CDI,3870000,36,1,Moyen,250000.0,Marié,1,1
26,347000,0.0,CDI,5980000,36,0,Bon,1420000.0,Célibataire,1,1
64,642000,28.0,CDI,8360000,60,2,Bon,2030000.0,Marié,0,1
58,80000,20.0,Indépendant,1680000,120,2,Bon,400000.0,Marié,2,1
21,320000,27.0,Fonctionnaire,2150000,120,3,Bon,570000.0,Marié,0,1
39,517000,2.0,CDI,3960000,12,0,,1200000.0,Célibataire,1,1
58,426000,10.0,Fonctionnaire,13320000,24,1,Bon,3770000.0,Célibataire,2,0
48,390000,5.0,Fonctionnaire,12100000,12,1,Bon,3780000.0,Célibataire,1,0
29,156000,23.0,Fonctionnaire,5000000,60,0,Moyen,490000.0,Marié,3,1
30,254000,14.0,CDD,2550000,24,3,Bon,400000.0,Célibataire,0,1
44,507000,4.0,Indépendant,3240000,36,0,Moyen,190000.0,Marié,2,1
46,169000,18.0,CDI,4990000,12,1,Moyen,1930000.0,Marié,0,0
28,792000,21.0,CDD,7260000,48,0,Bon,,Célibataire,1,1
25,287000,5.0,Indépendant,7620000,24,1,Bon,1050000.0,Marié,3,0
33,461000,23.0,CDI,17340000,36,1,Bon,2090000.0,Marié,2,1
42,146000,13.0,CDI,5410000,60,0,Bon,700000.0,Célibataire,1,1
54,190000,1.0,Indépendant,4100000,60,1,Moyen,450000.0,Célibataire,3,0
45,168000,12.0,CDI,4820000,120,1,Moyen,290000.0,Célibataire,2,1
43,518000,27.0,CDD,10950000,12,2,Bon,1040000.0,Célibataire,3,0
61,430000,20.0,CDD,6130000,12,2,Moyen,1410000.0,Marié,1,0
41,125000,11.0,CDI,4580000,12,3,Moyen,1360000.0,Marié,4,0
23,546000,29.0,CDI,3460000,36,1,Bon,850000.0,Marié,2,1
28,274000,25.0,Indépendant,2880000,36,3,Moyen,660000.0,Marié,1,1
59,135000,25.0,Fonctionnaire,1980000,60,0,Bon,480000.0,Divorcé,2,1
59,372000,26.0,CDD,9260000,36,2,,290000.0,Divorcé,5,0
42,217000,25.0,CDI,5240000,24,0,Bon,1340000.0,Divorcé,4,1
31,80000,5.0,Fonctionnaire,2560000,48,0,Moyen,750000.0,Marié,2,0
43,133000,20.0,Fonctionnaire,4270000,48,3,Bon,770000.0,Marié,0,0
36,142000,25.0,Indépendant,760000,12,1,Mauvais,130000.0,Marié,4,0
48,186000,8.0,CDI,6770000,60,0,Bon,1310000.0,Célibataire,1,1
55,288000,28.0,CDD,5340000,48,1,Bon,2100000.0,Marié,1,1
62,301000,16.0,Fonctionnaire,10990000,36,0,Moyen,4210000.0,Célibataire,2,0
49,206000,23.0,CDI,1670000,36,1,Bon,470000.0,Marié,1,1
58,392000,29.0,CDD,11080000,24,0,Bon,3650000.0,Célibataire,2,0
26,202000,20.0,Indépendant,2330000,60,0,Moyen,820000.0,Marié,0,1
34,344000,5.0,CDI,10160000,12,2,Bon,1570000.0,Célibataire,0,0
49,392000,11.0,Fonctionnaire,15460000,60,1,Bon,720000.0,Divorcé,3,1
48,499000,2.0,CDI,5260000,84,2,Bon,970000.0,Célibataire,0,1
30,333000,7.0,Fonctionnaire,3740000,84,2,Moyen,100000.0,Marié,3,1
24,458000,24.0,CDI,3490000,84,0,Bon,1240000.0,Célibataire,2,1
44,1045000,19.0,CDI,33750000,36,1,Bon,11900000.0,Célibataire,1,1
22,347000,19.0,Indépendant,9890000,60,3,Bon,1300000.0,Célibataire,2,0
49,1048000,29.0,CDI,20970000,24,0,Moyen,6560000.0,Marié,0,1
45,228000,2.0,Fonctionnaire,3170000,36,3,Bon,130000.0,Célibataire,1,0
51,502000,6.0,CDD,10540000,60,4,Bon,760000.0,Célibataire,4,1
35,171000,29.0,Fonctionnaire,5930000,24,2,Bon,250000.0,Célibataire,0,0
58,537000,22.0,CDI,17200000,84,0,Moyen,3100000.0,Marié,3,1
53,239000,11.0,CDD,6510000,24,2,Mauvais,1600000.0,Marié,2,0
28,128000,11.0,Indépendant,2890000,60,1,Bon,1030000.0,Célibataire,4,1
60,806000,9.0,Indépendant,16760000,48,2,Moyen,1880000.0,Célibataire,2,1
36,844000,7.0,CDI,27300000,36,0,Bon,9070000.0,Divorcé,2,1
58,698000,22.0,CDD,11400000,12,3,Mauvais,1200000.0,Célibataire,2,0
64,144000,25.0,CDI,1960000,36,2,Mauvais,460000.0,Marié,1,0
61,142000,20.0,Fonctionnaire,3260000,36,2,Moyen,60000.0,Célibataire,4,0
54,397000,18.0,CDI,3330000,24,0,Moyen,20000.0,Célibataire,3,1
26,255000,23.0,CDD,1370000,48,0,Moyen,100000.0,Célibataire,0,1
59,752000,14.0,Indépendant,26680000,12,1,Moyen,6540000.0,Divorcé,3,0
60,444000,21.0,CDD,8190000,36,3,Mauvais,2900000.0,Marié,1,0
43,439000,27.0,Indépendant,5790000,48,2,Mauvais,610000.0,Marié,1,1
41,205000,21.0,Indépendant,7770000,84,3,Moyen,2030000.0,Marié,2,0
55,146000,0.0,Indépendant,3130000,12,2,Moyen,950000.0,Célibataire,1,0
49,760000,29.0,Indépendant,17740000,24,1,Bon,1760000.0,Célibataire,1,1
55,400000,17.0,CDD,8300000,84,0,Moyen,220000.0,Marié,1,1
22,445000,17.0,Indépendant,11960000,48,1,Bon,3770000.0,Marié,3,1
53,564000,6.0,Indépendant,18520000,12,2,Bon,4500000.0,Célibataire,3,0
46,407000,29.0,CDI,8280000,120,1,Moyen,1950000.0,Marié,2,1
64,328000,17.0,CDI,10580000,48,1,Bon,2380000.0,Marié,0,1
52,166000,18.0,CDD,4870000,36,0,Moyen,1630000.0,Marié,1,0
