commune,superficie_m2,nb_pieces,age_batiment,etage,standing,meuble,parking,securite,loyer_fcfa
Port-Bouët,84.0,,29.0,9,Moyen,1,1,0,226000
Koumassi,194.0,9.0,21.0,11,Économique,1,1,0,530000
Cocody,70.0,2.0,8.0,10,Économique,0,0,0,377000
Yopougon,155.0,7.0,18.0,8,Économique,1,1,1,323000
Cocody,96.0,4.0,7.0,4,Moyen,0,0,0,478000
Abobo,93.0,5.0,3.0,10,Économique,1,0,1,170000
Yopougon,98.0,5.0,4.0,3,Économique,1,0,1,139000
Bingerville,114.0,4.0,18.0,3,Moyen,0,0,0,300000
Yopougon,73.0,4.0,17.0,11,Économique,1,1,0,154000
Cocody,150.0,5.0,28.0,7,Moyen,0,0,0,590000
Plateau,114.0,5.0,18.0,0,Économique,0,1,1,574000
Koumassi,43.0,3.0,5.0,0,Haut standing,1,1,0,153000
Abobo,22.0,2.0,4.0,7,Économique,0,1,0,37000
Cocody,192.0,7.0,4.0,1,Économique,0,0,0,842000
Cocody,100.0,3.0,7.0,9,Haut standing,0,1,1,717000
Adjamé,40.0,3.0,26.0,5,Économique,0,1,0,89000
Cocody,70.0,2.0,,1,Moyen,1,1,0,273000
Port-Bouët,138.0,7.0,37.0,4,Économique,1,0,1,249000
Adjamé,81.0,3.0,36.0,2,Économique,0,1,0,98000
Cocody,85.0,4.0,17.0,6,Moyen,0,1,1,447000
Cocody,126.0,5.0,25.0,8,Haut standing,0,1,1,934000
Riviera,105.0,4.0,15.0,1,Moyen,0,1,0,423000
Yopougon,118.0,4.0,21.0,6,Moyen,0,0,1,191000
Yopougon,125.0,4.0,22.0,7,Moyen,0,0,1,210000
Port-Bouët,60.0,1.0,2.0,9,Économique,0,0,1,135000
Riviera,64.0,2.0,2.0,7,Moyen,0,0,0,291000
Riviera,56.0,3.0,11.0,6,Économique,1,0,1,332000
Koumassi,65.0,3.0,22.0,11,Économique,1,0,0,137000
Yopougon,83.0,4.0,10.0,3,Économique,1,1,0,158000
Cocody,87.0,3.0,28.0,3,Haut standing,0,1,0,401000
Koumassi,170.0,7.0,5.0,9,Économique,1,0,0,363000
Abobo,102.0,4.0,15.0,8,Moyen,1,0,1,183000
Yopougon,84.0,4.0,33.0,11,Économique,1,0,1,180000
Riviera,50.0,1.0,36.0,9,Économique,0,1,1,176000
Cocody,76.0,4.0,10.0,8,Moyen,0,1,0,440000
Yopougon,199.0,8.0,10.0,4,Moyen,0,0,1,388000
Cocody,197.0,9.0,24.0,6,Moyen,0,1,0,1122000
Yopougon,75.0,3.0,18.0,6,Économique,1,0,0,139000
Cocody,33.0,1.0,31.0,8,Haut standing,0,1,1,210000
Cocody,70.0,2.0,7.0,11,Économique,0,1,0,335000
Cocody,171.0,8.0,11.0,6,Moyen,0,1,0,1057000
Abobo,84.0,2.0,34.0,7,Moyen,0,0,1,97000
Koumassi,126.0,5.0,5.0,6,Moyen,1,0,1,386000
Abobo,89.0,4.0,20.0,10,Haut standing,0,0,1,172000
Riviera,38.0,1.0,25.0,3,Moyen,0,1,0,167000
Yopougon,90.0,3.0,0.0,11,Économique,0,0,0,133000
Marcory,134.0,,16.0,1,Économique,0,1,0,332000
Bingerville,65.0,4.0,34.0,2,Économique,1,1,1,167000
Marcory,132.0,6.0,26.0,6,Économique,1,1,0,422000
Riviera,93.0,4.0,1.0,10,Haut standing,0,1,1,721000
Cocody,129.0,6.0,35.0,10,Économique,1,1,0,697000
Riviera,105.0,5.0,0.0,8,Moyen,0,0,1,618000
Cocody,52.0,2.0,9.0,10,Moyen,0,1,0,306000
Bingerville,76.0,3.0,30.0,1,Moyen,1,1,0,260000
Abobo,75.0,2.0,36.0,6,Moyen,0,1,1,75000
Riviera,63.0,2.0,4.0,3,Moyen,0,1,0,303000
Cocody,101.0,5.0,12.0,6,Économique,0,1,0,424000
Abobo,216.0,9.0,23.0,11,Moyen,1,1,1,376000
Riviera,150.0,7.0,26.0,4,Économique,1,1,1,801000
Abobo,160.0,7.0,0.0,6,Haut standing,0,0,0,296000
Abobo,61.0,2.0,19.0,5,Économique,0,1,1,68000
Adjamé,161.0,6.0,7.0,1,Économique,0,0,1,317000
Yopougon,187.0,7.0,2.0,11,Moyen,1,0,1,468000
Abobo,60.0,2.0,31.0,6,Moyen,0,0,1,75000
Abobo,111.0,5.0,24.0,4,Moyen,1,0,1,178000
Riviera,,6.0,24.0,8,Économique,1,0,1,534000
Cocody,79.0,4.0,13.0,10,Économique,0,0,0,312000
Marcory,97.0,4.0,26.0,0,Économique,0,0,1,285000
Riviera,,4.0,31.0,0,Moyen,0,1,0,460000
Bingerville,82.0,4.0,26.0,1,Moyen,0,0,1,243000
Yopougon,146.0,5.0,3.0,7,Économique,0,0,0,274000
Abobo,43.0,1.0,38.0,10,Moyen,0,0,0,41000
Marcory,75.0,2.0,10.0,8,Économique,0,0,1,259000
Plateau,127.0,5.0,2.0,10,Haut standing,0,1,0,1049000
Yopougon,205.0,8.0,24.0,10,Économique,1,1,0,349000
Yopougon,151.0,7.0,23.0,11,Moyen,1,1,1,307000
Abobo,96.0,5.0,8.0,6,Moyen,1,0,1,178000
Cocody,84.0,3.0,7.0,0,Économique,0,0,0,391000
Riviera,77.0,3.0,38.0,11,Économique,0,0,0,266000
Riviera,77.0,2.0,30.0,6,Économique,0,1,0,293000
Adjamé,30.0,1.0,16.0,7,Économique,0,1,0,50000
Abobo,201.0,8.0,30.0,6,Moyen,0,1,0,268000
Treichville,87.0,3.0,3.0,11,Économique,0,0,0,200000
Port-Bouët,58.0,2.0,3.0,4,Économique,0,0,0,107000
Adjamé,110.0,3.0,36.0,11,Économique,0,0,1,141000
Plateau,61.0,3.0,7.0,6,Économique,0,1,1,452000
Riviera,140.0,,5.0,9,Économique,0,0,0,608000
Port-Bouët,59.0,2.0,8.0,10,Économique,0,0,0,126000
Riviera,,5.0,7.0,1,Moyen,1,1,1,886000
Koumassi,76.0,4.0,31.0,8,Moyen,0,1,1,188000
Abobo,103.0,5.0,14.0,1,Haut standing,0,0,0,142000
Yopougon,135.0,6.0,,1,Économique,0,0,0,181000
Riviera,67.0,2.0,22.0,4,Économique,0,1,1,241000
Bingerville,133.0,6.0,4.0,7,Économique,1,1,1,537000
Cocody,31.0,,26.0,5,Moyen,0,1,1,157000
Cocody,180.0,7.0,32.0,11,Moyen,1,0,1,892000
Yopougon,144.0,6.0,1.0,8,Économique,0,1,0,213000
Port-Bouët,86.0,2.0,37.0,5,Moyen,0,1,0,119000
Riviera,157.0,7.0,27.0,4,Moyen,1,1,1,981000
Plateau,149.0,7.0,23.0,0,Haut standing,1,0,0,1031000
Abobo,90.0,5.0,20.0,7,Économique,0,0,0,88000
Yopougon,89.0,5.0,30.0,2,Économique,1,0,0,132000
Riviera,54.0,2.0,10.0,11,Économique,0,1,1,296000
Port-Bouët,92.0,3.0,27.0,1,Économique,0,0,1,144000
Port-Bouët,,3.0,39.0,6,Haut standing,0,0,0,65000
Yopougon,129.0,5.0,3.0,10,Économique,1,0,1,265000
Yopougon,130.0,5.0,15.0,1,Moyen,0,1,0,191000
Marcory,31.0,1.0,11.0,0,Économique,1,1,0,119000
Cocody,171.0,8.0,21.0,10,Économique,0,1,0,764000
Bingerville,64.0,2.0,34.0,1,Économique,0,1,1,155000
Port-Bouët,304.0,10.0,15.0,5,Économique,1,1,0,485000
Riviera,101.0,3.0,23.0,1,Moyen,0,0,0,382000
Riviera,172.0,8.0,34.0,0,Haut standing,0,1,0,807000
Abobo,53.0,3.0,27.0,0,Moyen,0,0,0,53000
Koumassi,,2.0,28.0,3,Moyen,1,0,1,175000
Riviera,67.0,4.0,20.0,7,Économique,0,0,0,258000
Port-Bouët,37.0,1.0,24.0,5,Moyen,0,0,0,66000
Marcory,43.0,1.0,38.0,3,Économique,0,0,0,83000
Yopougon,84.0,4.0,30.0,5,Haut standing,1,0,0,176000
Cocody,108.0,5.0,14.0,5,Moyen,0,0,0,415000
Riviera,50.0,1.0,34.0,8,Économique,1,0,0,182000
Abobo,74.0,3.0,37.0,3,Moyen,1,0,0,88000
Marcory,60.0,1.0,21.0,5,Haut standing,0,1,0,281000
Adjamé,87.0,3.0,4.0,9,Économique,0,1,0,167000
Abobo,124.0,5.0,12.0,0,Économique,0,1,0,172000
Yopougon,94.0,3.0,31.0,6,Économique,0,1,1,145000
Cocody,66.0,2.0,2.0,6,Moyen,0,1,0,363000
Adjamé,147.0,5.0,14.0,10,Économique,1,1,1,349000
Abobo,107.0,4.0,26.0,0,Moyen,0,1,1,118000
Koumassi,96.0,3.0,26.0,7,Haut standing,0,0,0,201000
Abobo,,1.0,29.0,4,Haut standing,0,0,1,71000
Bingerville,139.0,7.0,5.0,8,Économique,0,0,1,453000
Abobo,112.0,5.0,24.0,7,Moyen,0,1,1,178000
Abobo,115.0,6.0,27.0,2,Économique,1,1,1,180000
Bingerville,80.0,2.0,21.0,0,Moyen,0,0,0,207000
Yopougon,72.0,2.0,3.0,2,Moyen,0,0,0,127000
Cocody,201.0,,14.0,1,Moyen,1,0,0,1105000
Cocody,72.0,3.0,25.0,1,Haut standing,0,1,0,398000
Koumassi,45.0,2.0,17.0,10,Moyen,1,1,0,117000
Abobo,98.0,5.0,8.0,3,Économique,0,0,1,160000
Adjamé,89.0,4.0,3.0,1,Moyen,1,0,0,239000
Marcory,150.0,6.0,4.0,7,Économique,0,1,0,558000
Cocody,,3.0,5.0,4,Économique,0,1,0,358000
Cocody,122.0,6.0,11.0,0,Économique,0,1,0,735000
Yopougon,177.0,8.0,30.0,5,Haut standing,0,0,0,283000
Abobo,109.0,4.0,8.0,11,Économique,1,0,1,177000
Yopougon,52.0,1.0,6.0,6,Moyen,0,0,1,95000
Yopougon,30.0,2.0,28.0,0,Moyen,0,1,0,38000
Riviera,110.0,4.0,13.0,11,Moyen,0,1,0,589000
Treichville,74.0,2.0,19.0,2,Moyen,0,0,1,200000
Abobo,102.0,3.0,31.0,8,Économique,0,1,1,97000
Koumassi,90.0,5.0,21.0,6,Moyen,0,0,1,234000
Yopougon,44.0,1.0,35.0,11,Moyen,0,1,1,61000
Abobo,83.0,4.0,17.0,3,Moyen,0,0,0,101000
Bingerville,50.0,2.0,39.0,5,Économique,1,0,1,121000
Riviera,69.0,4.0,,5,Économique,0,1,0,302000
Plateau,139.0,5.0,30.0,11,Haut standing,0,1,1,1004000
Riviera,93.0,5.0,34.0,2,Économique,0,1,1,317000
Yopougon,119.0,6.0,25.0,1,Économique,1,1,1,203000
Marcory,97.0,4.0,3.0,4,Économique,0,0,0,295000
Yopougon,77.0,2.0,19.0,7,Économique,0,0,1,118000
Riviera,102.0,5.0,33.0,2,Économique,0,1,1,365000
Yopougon,34.0,1.0,11.0,4,Moyen,0,1,0,58000
Treichville,129.0,5.0,15.0,2,Haut standing,0,0,1,430000
Abobo,57.0,2.0,4.0,6,Économique,1,1,1,95000
Marcory,115.0,5.0,,5,Économique,0,1,1,411000
Cocody,76.0,3.0,26.0,5,Moyen,0,0,0,300000
Cocody,44.0,3.0,0.0,0,Économique,1,0,1,270000
Cocody,63.0,4.0,33.0,1,Haut standing,0,0,0,331000
Plateau,115.0,4.0,31.0,5,Économique,0,0,1,460000
Cocody,233.0,10.0,38.0,7,Moyen,0,1,1,1025000
Abobo,87.0,2.0,32.0,4,Moyen,1,0,1,118000
Plateau,220.0,8.0,30.0,11,Moyen,0,0,1,1233000
Treichville,34.0,1.0,12.0,1,Moyen,0,1,0,109000
Bingerville,79.0,4.0,1.0,4,Économique,0,1,1,276000
Yopougon,87.0,3.0,29.0,8,Économique,0,1,1,114000
Adjamé,118.0,4.0,9.0,5,Haut standing,0,0,0,253000
Plateau,64.0,3.0,22.0,4,Moyen,1,1,0,488000
Marcory,107.0,3.0,32.0,9,Économique,0,1,0,292000
Cocody,81.0,4.0,38.0,5,Moyen,1,0,0,344000
Plateau,160.0,5.0,28.0,11,Moyen,0,1,0,731000
Marcory,98.0,5.0,29.0,10,Moyen,1,0,0,334000
Plateau,292.0,10.0,33.0,11,Économique,1,1,1,1543000
Cocody,81.0,4.0,38.0,8,Moyen,0,1,0,374000
Cocody,155.0,6.0,16.0,6,Économique,0,1,1,899000
Yopougon,179.0,8.0,21.0,9,Moyen,1,0,1,435000
Marcory,20.0,1.0,4.0,2,Économique,0,1,1,76000
Yopougon,128.0,4.0,10.0,9,Moyen,0,1,0,207000
Yopougon,44.0,3.0,21.0,9,Économique,1,1,0,87000
Adjamé,80.0,3.0,31.0,4,Économique,0,0,0,88000
Cocody,48.0,2.0,23.0,3,Économique,0,1,1,196000
Port-Bouët,162.0,6.0,10.0,10,Économique,1,0,0,393000
Abobo,66.0,4.0,10.0,4,Moyen,0,0,0,103000
Cocody,33.0,,16.0,7,Économique,0,1,0,179000
Bingerville,100.0,5.0,31.0,10,Haut standing,0,0,0,336000
Riviera,174.0,8.0,18.0,5,Moyen,0,0,1,1010000
Cocody,48.0,2.0,26.0,3,Moyen,1,1,0,252000
Marcory,137.0,5.0,31.0,4,Économique,1,0,1,417000
Port-Bouët,27.0,2.0,24.0,10,Économique,0,1,0,53000
Koumassi,180.0,8.0,27.0,6,Économique,1,1,1,504000
Plateau,110.0,4.0,39.0,7,Moyen,0,1,0,548000
Marcory,45.0,2.0,26.0,4,Économique,0,0,1,148000
Yopougon,131.0,4.0,13.0,1,Moyen,0,1,0,220000
Yopougon,68.0,4.0,38.0,5,Économique,0,1,1,105000
Abobo,54.0,1.0,1.0,8,Haut standing,0,0,0,92000
Yopougon,67.0,3.0,16.0,2,Économique,0,0,0,94000
Yopougon,124.0,5.0,0.0,6,Économique,0,0,0,264000
Koumassi,52.0,3.0,31.0,7,Moyen,0,1,0,120000
Cocody,21.0,1.0,18.0,5,Haut standing,1,1,0,156000
Marcory,69.0,3.0,13.0,11,Moyen,1,0,1,370000
Koumassi,165.0,6.0,,2,Économique,1,1,0,281000
Bingerville,164.0,6.0,17.0,0,Moyen,0,1,0,460000
Abobo,67.0,2.0,13.0,2,Haut standing,0,0,0,97000
Abobo,66.0,2.0,13.0,10,Économique,0,1,0,75000
Cocody,64.0,2.0,23.0,5,Économique,0,1,0,314000
Yopougon,62.0,3.0,4.0,10,Moyen,0,1,0,133000
Abobo,64.0,4.0,15.0,3,Haut standing,0,0,0,112000
Marcory,102.0,3.0,4.0,0,Moyen,0,0,0,339000
Marcory,167.0,8.0,12.0,5,Haut standing,1,1,0,845000
Yopougon,52.0,2.0,15.0,0,Économique,0,0,0,68000
Cocody,58.0,1.0,14.0,11,Moyen,0,1,1,312000
Treichville,108.0,5.0,30.0,7,Moyen,0,1,1,272000
Marcory,128.0,6.0,4.0,2,Moyen,0,1,1,629000
Treichville,38.0,2.0,20.0,2,Moyen,0,0,0,93000
Cocody,197.0,8.0,29.0,0,Haut standing,0,1,1,896000
Bingerville,76.0,3.0,22.0,2,Économique,1,0,1,236000
Abobo,40.0,2.0,37.0,6,Économique,0,1,0,40000
Adjamé,36.0,1.0,28.0,9,Économique,0,0,0,58000
Koumassi,35.0,2.0,12.0,7,Moyen,0,0,0,81000
Yopougon,154.0,7.0,31.0,10,Économique,0,0,0,184000
Cocody,93.0,4.0,26.0,7,Moyen,0,1,1,521000
Abobo,154.0,7.0,33.0,2,Économique,0,1,1,158000
Abobo,85.0,4.0,32.0,4,Économique,0,1,0,95000
Koumassi,152.0,7.0,3.0,0,Moyen,1,1,0,527000
Yopougon,83.0,3.0,17.0,8,Moyen,0,0,0,92000
Cocody,20.0,2.0,5.0,7,Économique,0,1,0,96000
Marcory,118.0,6.0,27.0,9,Moyen,0,0,0,417000
Yopougon,88.0,5.0,26.0,1,Économique,0,1,0,124000
Abobo,81.0,2.0,25.0,9,Économique,0,0,0,92000
Abobo,55.0,1.0,19.0,0,Économique,0,1,1,72000
Yopougon,126.0,6.0,12.0,3,Moyen,1,1,1,336000
Riviera,48.0,3.0,27.0,8,Économique,0,0,1,158000
Abobo,126.0,6.0,33.0,11,Haut standing,0,0,1,195000
Marcory,,5.0,22.0,7,Moyen,0,0,0,355000
Cocody,128.0,6.0,9.0,2,Économique,1,1,1,809000
Plateau,100.0,5.0,29.0,9,Économique,0,0,0,433000
Marcory,161.0,5.0,21.0,11,Économique,0,0,0,507000
Plateau,112.0,,4.0,5,Moyen,0,0,0,666000
Plateau,97.0,5.0,8.0,11,Moyen,0,1,0,641000
Marcory,20.0,2.0,3.0,8,Moyen,0,1,0,76000
Plateau,164.0,8.0,0.0,9,Économique,0,0,0,1156000
Bingerville,35.0,1.0,33.0,7,Économique,0,1,0,85000
Cocody,42.0,3.0,25.0,9,Économique,1,1,0,215000
Abobo,134.0,6.0,17.0,4,Économique,0,1,1,197000
Yopougon,92.0,4.0,15.0,11,Économique,0,0,0,111000
Riviera,36.0,2.0,22.0,11,Haut standing,0,0,0,241000
Cocody,66.0,3.0,35.0,8,Moyen,0,0,1,319000
Yopougon,160.0,6.0,25.0,8,Moyen,0,0,0,295000
Riviera,98.0,5.0,1.0,2,Économique,1,1,1,673000
Bingerville,93.0,3.0,4.0,11,Économique,0,1,1,330000
Port-Bouët,61.0,1.0,28.0,7,Économique,1,1,1,118000
Marcory,136.0,6.0,3.0,3,Économique,0,1,0,460000
Plateau,86.0,3.0,34.0,9,Moyen,1,0,0,392000
Adjamé,124.0,5.0,21.0,6,Économique,0,1,1,290000
Riviera,58.0,2.0,7.0,9,Haut standing,0,1,0,379000
Abobo,234.0,10.0,20.0,7,Haut standing,0,0,0,403000
Abobo,174.0,6.0,7.0,6,Économique,0,1,0,241000
Marcory,98.0,4.0,,4,Moyen,0,0,1,390000
Koumassi,109.0,4.0,20.0,10,Moyen,0,0,0,206000
Plateau,66.0,4.0,26.0,0,Économique,1,1,1,364000
Treichville,129.0,4.0,37.0,11,Haut standing,1,0,0,325000
Yopougon,22.0,1.0,4.0,7,Économique,1,1,1,42000
Yopougon,196.0,9.0,20.0,4,Moyen,0,0,0,333000
Marcory,125.0,4.0,7.0,2,Économique,1,1,0,532000
Cocody,52.0,3.0,21.0,1,Économique,0,1,0,222000
Abobo,193.0,8.0,17.0,2,Moyen,0,1,0,286000
Marcory,224.0,10.0,,8,Haut standing,0,1,0,1338000
Abobo,112.0,4.0,3.0,1,Économique,0,1,0,134000
Plateau,59.0,3.0,36.0,9,Économique,0,1,1,317000
Yopougon,94.0,4.0,14.0,0,Économique,0,1,1,148000
Abobo,120.0,5.0,37.0,1,Économique,0,1,1,117000
Cocody,107.0,5.0,26.0,1,Moyen,1,1,1,661000
Treichville,52.0,2.0,20.0,11,Moyen,1,0,0,138000
Cocody,119.0,4.0,3.0,10,Haut standing,0,1,0,833000
Cocody,159.0,7.0,10.0,4,Moyen,0,1,1,698000
Riviera,45.0,1.0,18.0,0,Haut standing,1,1,1,335000
Treichville,48.0,2.0,18.0,11,Moyen,0,0,1,122000
Port-Bouët,65.0,3.0,26.0,9,Haut standing,1,1,1,217000
Marcory,82.0,3.0,39.0,7,Économique,1,1,1,320000
Adjamé,138.0,7.0,27.0,1,Moyen,0,1,1,291000
Koumassi,158.0,6.0,4.0,5,Haut standing,0,1,1,406000
Abobo,57.0,1.0,24.0,4,Moyen,1,0,0,75000
Yopougon,102.0,3.0,2.0,1,Haut standing,1,1,0,253000
Yopougon,155.0,7.0,25.0,9,Économique,0,1,1,278000
Treichville,241.0,9.0,9.0,11,Haut standing,0,0,1,913000
Riviera,101.0,5.0,23.0,0,Moyen,0,1,0,511000
Port-Bouët,104.0,5.0,28.0,5,Économique,0,0,0,177000
Riviera,112.0,4.0,,5,Économique,1,0,1,669000
Cocody,77.0,2.0,22.0,2,Économique,1,1,0,353000
Koumassi,97.0,3.0,26.0,7,Haut standing,0,1,0,274000
Riviera,26.0,1.0,8.0,8,Moyen,0,0,0,119000
Plateau,66.0,3.0,2.0,2,Haut standing,1,0,1,486000
Cocody,118.0,6.0,12.0,8,Économique,0,0,0,479000
Koumassi,55.0,1.0,5.0,7,Haut standing,0,1,0,163000
Abobo,139.0,5.0,37.0,4,Moyen,0,1,1,167000
Port-Bouët,32.0,1.0,20.0,5,Économique,0,0,0,54000
Cocody,137.0,4.0,18.0,11,Économique,1,0,0,746000
Port-Bouët,137.0,5.0,24.0,11,Haut standing,1,0,1,431000
Marcory,243.0,10.0,38.0,11,Économique,0,1,1,752000
Plateau,76.0,2.0,3.0,0,Économique,0,0,0,393000
Plateau,92.0,3.0,21.0,4,Économique,0,1,1,365000
Port-Bouët,186.0,8.0,4.0,9,Économique,0,1,1,495000
Adjamé,175.0,7.0,0.0,9,Haut standing,1,0,1,735000
Abobo,150.0,6.0,16.0,11,Moyen,0,0,0,218000
Yopougon,109.0,4.0,8.0,6,Moyen,1,0,0,228000
Bingerville,184.0,7.0,8.0,0,Haut standing,0,1,1,863000
Yopougon,285.0,10.0,23.0,9,Moyen,0,1,0,326000
Port-Bouët,123.0,6.0,9.0,8,Moyen,0,1,0,302000
Yopougon,94.0,5.0,19.0,6,Économique,0,0,0,114000
Yopougon,131.0,6.0,16.0,3,Haut standing,0,0,0,268000
Yopougon,101.0,4.0,12.0,10,Économique,0,0,0,132000
Treichville,79.0,3.0,28.0,3,Moyen,0,0,0,198000
Koumassi,140.0,7.0,35.0,10,Moyen,1,1,1,370000
Yopougon,70.0,2.0,22.0,9,Économique,0,1,0,83000
Marcory,122.0,5.0,26.0,6,Économique,0,1,0,316000
Bingerville,37.0,1.0,17.0,5,Économique,0,1,1,92000
Yopougon,200.0,9.0,17.0,2,Économique,0,1,0,299000
Abobo,59.0,2.0,8.0,8,Moyen,0,1,1,103000
Riviera,41.0,1.0,2.0,5,Haut standing,0,1,0,240000
Abobo,172.0,7.0,6.0,10,Moyen,0,1,0,223000
Cocody,188.0,9.0,14.0,1,Moyen,0,0,0,936000
Riviera,108.0,5.0,29.0,9,Économique,0,0,1,430000
Abobo,87.0,4.0,8.0,11,Économique,0,0,0,105000
Treichville,77.0,2.0,26.0,1,Moyen,1,1,1,216000
Cocody,105.0,4.0,35.0,0,Haut standing,1,1,0,705000
Port-Bouët,90.0,4.0,17.0,10,Haut standing,1,0,0,259000
Abobo,84.0,3.0,30.0,4,Économique,0,1,0,70000
Abobo,56.0,3.0,16.0,9,Moyen,1,0,1,100000
Bingerville,47.0,1.0,5.0,5,Moyen,1,1,0,201000
Koumassi,96.0,5.0,38.0,2,Moyen,1,0,0,210000
Plateau,103.0,5.0,24.0,3,Moyen,0,1,1,494000
Treichville,61.0,1.0,37.0,4,Moyen,0,1,0,147000
Marcory,66.0,4.0,37.0,3,Économique,1,1,0,217000
Koumassi,103.0,5.0,30.0,8,Haut standing,1,1,0,342000
Cocody,55.0,2.0,28.0,11,Économique,0,1,1,331000
Abobo,153.0,5.0,39.0,2,Moyen,0,0,0,153000
Koumassi,120.0,4.0,8.0,4,Haut standing,0,0,1,369000
Bingerville,61.0,2.0,0.0,6,Moyen,0,0,0,198000
Treichville,117.0,4.0,15.0,11,Économique,1,1,0,357000
Port-Bouët,56.0,2.0,37.0,11,Économique,0,0,1,77000
Cocody,137.0,6.0,22.0,6,Moyen,0,0,0,642000
Port-Bouët,57.0,1.0,7.0,5,Économique,1,1,0,156000
Cocody,86.0,2.0,11.0,8,Économique,0,1,0,402000
Yopougon,99.0,5.0,9.0,6,Économique,0,1,0,210000
Port-Bouët,186.0,8.0,15.0,10,Moyen,1,0,1,568000
Plateau,59.0,1.0,23.0,3,Économique,0,1,1,284000
Marcory,58.0,1.0,38.0,10,Moyen,0,1,0,162000
Koumassi,38.0,1.0,7.0,9,Économique,1,0,1,124000
Koumassi,213.0,9.0,10.0,8,Moyen,1,1,0,610000
Abobo,93.0,3.0,25.0,5,Économique,1,0,0,99000
Adjamé,154.0,5.0,6.0,0,Moyen,0,1,0,276000
Abobo,67.0,,14.0,8,Moyen,0,0,1,132000
Marcory,70.0,4.0,14.0,10,Économique,1,1,0,306000
Treichville,89.0,4.0,2.0,6,Moyen,0,1,0,298000
Plateau,91.0,5.0,15.0,5,Haut standing,0,0,1,735000
Riviera,128.0,,14.0,5,Économique,0,0,1,505000
Abobo,95.0,3.0,24.0,3,Moyen,0,0,1,105000
Yopougon,75.0,3.0,32.0,3,Moyen,0,1,0,97000
Yopougon,215.0,10.0,13.0,10,Économique,0,0,1,336000
Riviera,56.0,3.0,23.0,2,Économique,0,1,0,167000
Plateau,59.0,3.0,10.0,7,Haut standing,1,0,1,558000
Abobo,56.0,2.0,2.0,7,Moyen,0,1,0,71000
Yopougon,131.0,6.0,8.0,1,Haut standing,0,0,0,288000
Abobo,115.0,6.0,5.0,4,Moyen,0,1,0,201000
Cocody,84.0,4.0,30.0,8,Économique,0,0,0,297000
Bingerville,,1.0,15.0,11,Économique,1,1,0,188000
Riviera,99.0,4.0,10.0,8,Moyen,1,1,1,738000
Abobo,140.0,5.0,16.0,6,Moyen,1,1,1,292000
Adjamé,190.0,8.0,2.0,3,Économique,1,0,1,445000
Riviera,65.0,4.0,18.0,3,Moyen,1,0,0,295000
Adjamé,84.0,2.0,23.0,9,Moyen,0,1,0,139000
Plateau,114.0,6.0,7.0,10,Moyen,0,1,1,694000
Abobo,75.0,4.0,35.0,6,Économique,0,0,0,76000
Abobo,42.0,2.0,39.0,2,Économique,0,0,0,30000
Yopougon,84.0,4.0,1.0,2,Haut standing,0,0,0,162000
Koumassi,45.0,1.0,22.0,4,Haut standing,0,1,1,123000
Riviera,146.0,6.0,39.0,10,Économique,0,1,0,440000
Riviera,78.0,,29.0,5,Moyen,0,1,0,292000
Yopougon,89.0,3.0,24.0,7,Économique,0,0,1,136000
Cocody,60.0,3.0,6.0,0,Économique,0,0,0,229000
Riviera,91.0,5.0,27.0,6,Économique,1,1,1,457000
Port-Bouët,168.0,8.0,16.0,7,Économique,0,0,0,352000
Cocody,,7.0,31.0,4,Haut standing,1,0,0,906000
Riviera,49.0,3.0,0.0,11,Moyen,1,1,0,461000
Bingerville,20.0,1.0,26.0,9,Économique,0,0,0,55000
Abobo,85.0,3.0,35.0,1,Moyen,0,1,1,113000
Abobo,78.0,2.0,6.0,3,Moyen,0,0,1,91000
Yopougon,76.0,4.0,2.0,5,Économique,1,0,1,161000
Cocody,68.0,4.0,29.0,8,Moyen,0,0,1,330000
Treichville,49.0,3.0,0.0,1,Moyen,0,1,0,154000
Port-Bouët,251.0,9.0,33.0,3,Moyen,0,1,0,398000
Cocody,,,37.0,9,Moyen,0,1,1,1062000
Treichville,74.0,3.0,35.0,4,Économique,1,0,0,119000
Yopougon,98.0,5.0,32.0,7,Économique,0,0,0,110000
Abobo,147.0,5.0,15.0,7,Moyen,0,0,1,241000
Riviera,98.0,4.0,37.0,1,Haut standing,0,1,1,457000
Treichville,71.0,3.0,10.0,5,Économique,1,0,0,191000
Treichville,42.0,2.0,7.0,5,Économique,1,1,1,150000
Koumassi,92.0,5.0,0.0,4,Haut standing,0,1,1,341000
Yopougon,45.0,1.0,13.0,7,Économique,0,0,0,45000
Marcory,162.0,5.0,29.0,9,Économique,0,1,1,485000
Yopougon,90.0,5.0,20.0,1,Économique,0,0,0,131000
Plateau,119.0,4.0,20.0,1,Économique,1,0,1,686000
Plateau,77.0,3.0,33.0,6,Économique,0,0,0,265000
Yopougon,137.0,5.0,37.0,8,Moyen,0,1,1,247000
Yopougon,65.0,2.0,25.0,2,Économique,0,0,1,99000
Riviera,106.0,3.0,13.0,6,Haut standing,0,0,1,709000
Yopougon,75.0,4.0,39.0,2,Haut standing,0,0,1,140000
Abobo,81.0,4.0,34.0,11,Haut standing,0,0,0,109000
Abobo,146.0,7.0,17.0,5,Haut standing,0,1,1,280000
Cocody,60.0,3.0,19.0,2,Moyen,1,0,1,428000
Adjamé,110.0,5.0,8.0,0,Économique,0,1,0,150000
